fecha,temp_min,temp_max,temp_tarde,temp_noche,temp_vespertina,temp_manana,humedad_tarde,precipitacion_total,presion_tarde,vel_viento_max,dir_viento_max,nubosidad_tarde,latitude,longitude
2019-12-07,16.9,29.3,26.7,20.9,28.6,16.9,36,0,1015,7.7,100,0,-30.0346,-51.2177
2019-12-08,16.8,31.4,28.6,18.6,28.3,17.5,44,0,1014,7.2,100,0,-30.0346,-51.2177
2019-12-09,20.6,33.3,31.2,21.1,30.8,21.2,54,0,1012,6.7,130,0,-30.0346,-51.2177
2019-12-10,18,34.5,32.1,22.3,32.1,18.2,33,0,1012,5.7,110,0,-30.0346,-51.2177
2019-12-11,17.8,35,32.4,21.2,31.9,18.2,40,0,1008,7.7,120,0,-30.0346,-51.2177
2019-12-12,23.2,33.7,33.7,25.6,30.7,24.1,44,0,1004,8.7,280,80,-30.0346,-51.2177
2019-12-13,18.6,26.1,23.5,22.3,24.3,19.8,46,0,1017,7.7,110,75,-30.0346,-51.2177
2019-12-14,16.4,32.3,29.5,18.3,26.9,16.5,48,0,1016,6.7,100,0,-30.0346,-51.2177
2019-12-15,21.7,34.8,32.1,23.3,27.2,22.4,46,6.35,1008,10.3,250,62,-30.0346,-51.2177
2019-12-16,21.1,27.2,25.7,24,24.1,22.2,65,0,1009,6.7,280,90,-30.0346,-51.2177
2019-12-17,19.8,26.9,25.4,20.9,25.6,20.1,61,0.25,1013,6.7,120,75,-30.0346,-51.2177
2019-12-18,17,28.3,27,19.2,26.7,17.3,42,0,1017,11.8,100,20,-30.0346,-51.2177
2019-12-19,18.2,31.8,29.2,20.7,29.6,19,45,0,1015,7.7,100,20,-30.0346,-51.2177
2019-12-20,21.5,34.1,32,22.6,29.7,21.9,46,0.76,1011,11.3,60,19,-30.0346,-51.2177
2019-12-21,23.4,29.7,27.8,26.5,27.6,24.8,58,0.5,1005,12.3,260,75,-30.0346,-51.2177
2019-12-22,18.4,25.9,24,22.7,24.9,18.4,46,0,1013,10.8,270,75,-30.0346,-51.2177
2019-12-23,16.5,29.5,26.3,19.6,29.4,16.6,36,0,1014,6.2,280,0,-30.0346,-51.2177
2019-12-24,16.5,33.3,30.3,19.5,29.5,16.7,35,0,1013,9.3,100,0,-30.0346,-51.2177
2019-12-25,20.1,36.5,33.9,22.8,36.2,20.8,46,0,1011,6.2,100,0,-30.0346,-51.2177
2019-12-26,23.1,36,35.3,26.3,31.9,23.4,34,0,1013,7.2,100,0,-30.0346,-51.2177
2019-12-27,22.5,37.5,34.8,25.1,33.1,22.8,30,0,1015,7.7,120,47,-30.0346,-51.2177
2019-12-28,22.6,38.2,35.2,25,34.4,22.7,38,0,1013,7.7,100,0,-30.0346,-51.2177
2019-12-29,23,37.2,33.9,25.4,36.4,23.1,49,0,1012,5.1,140,95,-30.0346,-51.2177
2019-12-30,23.4,36.4,33.6,26.5,32.6,23.4,55,0,1010,6.7,120,13,-30.0346,-51.2177
2019-12-31,22.6,38.9,35.2,24.8,27.2,22.7,46,0.3,1006,8.2,310,29,-30.0346,-51.2177
2020-01-01,23.8,34.1,31.9,25.2,27.6,24.7,59,0.55,1005,8.2,180,40,-30.0346,-51.2177
2020-01-02,21.8,27.3,27.3,23.6,25.1,21.8,57,4.31,1012,8.7,160,75,-30.0346,-51.2177
2020-01-03,20.8,25.5,24.8,21.7,24.8,21,69,3,1018,9.3,100,75,-30.0346,-51.2177
2020-01-04,20.5,28.3,26.8,21.5,26.2,20.7,54,0.9,1014,9.3,100,75,-30.0346,-51.2177
2020-01-05,19.4,31.7,30.1,20.9,29.6,19.6,48,0,1008,9.3,100,40,-30.0346,-51.2177
2020-01-06,21.9,35.7,34.8,23.3,33.6,21.9,41,0.76,1005,13.4,230,33,-30.0346,-51.2177
2020-01-07,22.4,30.7,29,23,28.8,22.6,65,0,1008,7.7,110,75,-30.0346,-51.2177
2020-01-08,21.4,30.9,28.7,22.7,29,21.4,58,0,1011,8.2,100,75,-30.0346,-51.2177
2020-01-09,22.4,37.4,34.3,23.5,35.4,22.4,52,0.25,1009,7.7,100,0,-30.0346,-51.2177
2020-01-10,23,36.2,35.6,27.5,25.2,26,44,9.54,1008,9.8,260,15,-30.0346,-51.2177
2020-01-11,23.2,30.2,27.8,23.2,29.3,23.9,88,1.01,1011,5.1,130,90,-30.0346,-51.2177
2020-01-12,23.6,32.1,30.7,24.6,30.8,23.6,62,0,1015,5.7,270,75,-30.0346,-51.2177
2020-01-13,19.5,30.8,30.2,22.4,27.3,19.5,54,0,1016,8.2,120,0,-30.0346,-51.2177
2020-01-14,19.6,34.3,31.9,21.4,31.2,19.6,40,0,1012,5.7,120,0,-30.0346,-51.2177
2020-01-15,24.4,35,34,25.3,29.7,24.8,49,8.64,1007,13.9,300,81,-30.0346,-51.2177
2020-01-16,17.3,24.3,22.6,24.2,23.4,23.5,64,3.08,1017,7.7,190,90,-30.0346,-51.2177
2020-01-17,15.1,26.2,24.2,17.9,25.4,15.1,49,0,1023,5.1,120,75,-30.0346,-51.2177
2020-01-18,16.9,30,27.2,19.4,28.7,16.9,50,0,1019,6.7,110,33,-30.0346,-51.2177
2020-01-19,20,34,30.7,21.9,31.3,20,51,0,1015,6.7,110,0,-30.0346,-51.2177
2020-01-20,22.8,35,32.8,23.9,30.4,22.8,46,0,1011,6.2,110,7,-30.0346,-51.2177
2020-01-21,22.5,30.8,30.4,25.2,24.1,23.7,62,1.8,1009,11.3,80,75,-30.0346,-51.2177
2020-01-22,21.6,28.5,26.5,22.5,26.4,21.6,61,0.3,1013,9.8,80,90,-30.0346,-51.2177
2020-01-23,21.1,28.5,27.8,22.4,26.4,21.2,57,0,1014,8.7,110,40,-30.0346,-51.2177
2020-01-24,20.5,29.3,27.6,21.2,27.9,21,54,0,1013,7.2,150,75,-30.0346,-51.2177
2020-01-25,18.3,31.7,29.1,21.2,31.2,18.3,59,0,1009,3.13,273,0,-30.0346,-51.2177
2020-01-26,21.5,33.9,32.1,24.3,33.4,21.5,51,0,1009,7.7,90,4,-30.0346,-51.2177
2020-01-27,23.6,31.5,31.5,25.4,27.1,24.4,52,3.85,1009,7.7,210,20,-30.0346,-51.2177
2020-01-28,22,29.9,28.8,22.9,27.2,22,54,0,1012,9.8,90,75,-30.0346,-51.2177
2020-01-29,22.4,27.7,23.4,23.3,27.6,22.4,94,1.2,1012,4.6,100,90,-30.0346,-51.2177
2020-01-30,22.6,28,25.4,23.4,27.9,22.6,88,8.52,1010,6.7,290,75,-30.0346,-51.2177
2020-01-31,22.3,29.5,27.1,24.1,24,22.6,83,5.63,1011,6.2,170,75,-30.0346,-51.2177
2020-02-01,20.6,29.9,28.1,21.9,28,21,65,0,1015,7.7,100,75,-30.0346,-51.2177
2020-02-02,20.6,32,30.6,22.2,29.7,20.6,48,0,1015,8.7,100,20,-30.0346,-51.2177
2020-02-03,22.9,31.9,29.6,23.5,29.4,23.1,65,0.3,1016,11.3,90,75,-30.0346,-51.2177
2020-02-04,21.4,33.2,30.5,23.6,29.3,21.4,54,0,1017,11.8,100,75,-30.0346,-51.2177
2020-02-05,23.4,34.4,31.8,24.6,31.7,23.4,48,0,1014,10.3,100,20,-30.0346,-51.2177
2020-02-06,23.4,34.7,33,25.6,31.6,23.4,43,0,1015,8.7,100,20,-30.0346,-51.2177
2020-02-07,23.9,33.9,32.5,25.9,31.6,23.9,52,0,1014,8.2,100,75,-30.0346,-51.2177
2020-02-08,23.6,34.4,32.7,26.3,29.1,25.1,52,1.45,1010,9.8,230,40,-30.0346,-51.2177
2020-02-09,21.9,26.8,25.9,24,26,24.1,69,2.62,1013,7.7,170,75,-30.0346,-51.2177
2020-02-10,18.6,26.4,25.5,20.9,25.2,18.6,73,1.2,1018,6.7,120,75,-30.0346,-51.2177
2020-02-11,18.1,27.6,26.6,20.3,24.5,18.1,54,0,1019,9.3,120,40,-30.0346,-51.2177
2020-02-12,19,29.2,28,20.8,26.6,19,51,0,1017,9.8,100,40,-30.0346,-51.2177
2020-02-13,19.8,32,29.3,21.7,29.9,19.8,45,0,1016,9.3,110,0,-30.0346,-51.2177
2020-02-14,21.1,31.4,30,23.4,30.8,21.1,45,0,1013,5.7,340,100,-30.0346,-51.2177
2020-02-15,24.1,34.3,29.2,26,33.7,24.3,62,1.02,1011,6.2,90,97,-30.0346,-51.2177
2020-02-16,24.1,36,33.5,26.4,34.2,24.1,46,0,1011,7.2,110,0,-30.0346,-51.2177
2020-02-17,24.2,37.1,34.6,26.2,27.6,24.2,46,0.25,1009,11.3,300,98,-30.0346,-51.2177
2020-02-18,24.8,33.1,33.1,25.4,26.6,25.2,62,3.54,1006,5.1,300,91,-30.0346,-51.2177
2020-02-19,22.9,30.9,28.3,24.5,28.3,23.2,61,0,1010,8.2,100,75,-30.0346,-51.2177
2020-02-20,20.6,30.2,28.1,22.5,27.1,20.6,65,0,1011,7.7,170,40,-30.0346,-51.2177
2020-02-21,19.2,25.2,23.2,21.7,23.3,19.3,38,0,1017,6.7,190,10,-30.0346,-51.2177
2020-02-22,14.9,23.9,20.8,18.5,23.4,14.9,52,0,1021,6.2,200,40,-30.0346,-51.2177
2020-02-23,16.1,26.9,25.5,19.4,24.9,16.1,47,0,1020,8.2,110,75,-30.0346,-51.2177
2020-02-24,17.8,33.7,29.9,20,29.4,17.8,45,0,1012,6.2,110,1,-30.0346,-51.2177
2020-02-25,21.5,32.6,30.4,22.6,29.6,23.7,69,19.53,1009,5.7,70,0,-30.0346,-51.2177
2020-02-26,19.3,25.4,23.1,20.9,24.2,21,64,7.97,1011,7.7,180,75,-30.0346,-51.2177
2020-02-27,16,27,24.2,18.3,25.6,16,56,0,1016,6.2,100,20,-30.0346,-51.2177
2020-02-28,16,29.4,27,18.8,27.9,16,57,0,1018,6.2,110,0,-30.0346,-51.2177
2020-02-29,16.7,30.2,27.2,19.7,28,16.9,54,0,1020,6.7,110,0,-30.0346,-51.2177
2020-03-01,17.8,29.7,27.6,20.8,27.2,17.8,51,0,1022,7.7,100,0,-30.0346,-51.2177
2020-03-02,19.2,28.7,28,21.7,26.8,19.2,51,0,1022,9.8,110,20,-30.0346,-51.2177
2020-03-03,18.2,29.7,27.6,20.8,27.5,18.2,51,0,1019,7.7,110,20,-30.0346,-51.2177
2020-03-04,19.6,27.6,26.9,21.7,24.9,19.6,57,0,1017,6.2,110,75,-30.0346,-51.2177
2020-03-05,17.7,28.3,26.2,20.1,26,17.9,47,0,1020,7.2,120,40,-30.0346,-51.2177
2020-03-06,17.9,28.8,27,20.5,26.2,17.9,57,0,1018,8.2,110,75,-30.0346,-51.2177
2020-03-07,17.7,30.6,27.2,20.1,27.7,18.5,57,0,1014,8.2,110,96,-30.0346,-51.2177
2020-03-08,19.8,33.8,30.6,21.4,31.6,20,51,0,1013,7.2,90,0,-30.0346,-51.2177
2020-03-09,21.2,35.8,32.3,23.3,34.7,21.2,48,0,1015,6.2,100,0,-30.0346,-51.2177
2020-03-10,21.7,32,31.1,25.4,27.3,21.9,58,0,1016,7.2,170,0,-30.0346,-51.2177
2020-03-11,21.8,31.8,29.4,23.6,28.6,21.9,61,0,1015,7.2,110,20,-30.0346,-51.2177
2020-03-12,21,37.1,32.9,23.3,36.4,21.3,48,0,1013,5.1,360,93,-30.0346,-51.2177
2020-03-13,22.8,35,32.8,26.5,30.5,22.8,70,0,1015,6.7,130,0,-30.0346,-51.2177
2020-03-14,21.3,37.8,32.4,24.1,36.5,21.4,58,0,1015,5.1,110,20,-30.0346,-51.2177
2020-03-15,24.4,30,29.9,27,26.1,24.4,78,0,1014,5.7,190,75,-30.0346,-51.2177
2020-03-16,20.7,24.3,21,24.3,20.7,22.6,100,7.76,1016,4.6,160,90,-30.0346,-51.2177
2020-03-17,19.3,28.3,26.6,20.8,26.2,19.3,73,0,1016,8.2,110,75,-30.0346,-51.2177
2020-03-18,21.7,28,23.5,21.8,26.8,22,100,8.66,1010,6.2,110,75,-30.0346,-51.2177
2020-03-19,23.1,30.1,27.8,24.1,29.1,23.2,69,0,1009,7.7,290,75,-30.0346,-51.2177
2020-03-20,18.1,26.7,23.9,23.3,26.4,18.1,64,0.76,1012,4.6,280,75,-30.0346,-51.2177
2020-03-21,17.9,28.3,25.7,20.5,25.4,18.1,73,0.25,1015,6.2,140,75,-30.0346,-51.2177
2020-03-22,17.8,29.7,28.1,20.1,26.8,17.8,51,0,1018,7.2,100,20,-30.0346,-51.2177
2020-03-23,19,30.9,29.2,21.7,27.6,19.4,51,0,1020,8.7,110,0,-30.0346,-51.2177
2020-03-24,19.3,30.9,29.1,22.1,26.9,19.4,42,0,1018,8.2,100,0,-30.0346,-51.2177
2020-03-25,17.6,31.9,28.8,20.2,29.2,18.2,47,0,1016,5.7,130,0,-30.0346,-51.2177
2020-03-26,17.9,31.3,28.4,21.2,27.8,18.3,54,0,1015,6.2,160,99,-30.0346,-51.2177
2020-03-27,19.1,30.9,28.6,21.7,27.9,19.5,51,0,1015,7.7,110,20,-30.0346,-51.2177
2020-03-28,21.6,31.9,28.2,23.1,29,21.9,51,0,1015,6.2,100,91,-30.0346,-51.2177
2020-03-29,22.9,30.5,28.2,23.8,30.1,23.3,61,0.51,1017,4.1,100,72,-30.0346,-51.2177
2020-03-30,21,33.2,30.1,23.3,29.9,21.5,62,0,1016,6.7,100,0,-30.0346,-51.2177
2020-03-31,21.6,30.6,29.6,23.4,26.9,21.7,62,0,1015,7.7,120,20,-30.0346,-51.2177
2020-04-01,22,29.5,28.6,23.3,26.9,22.2,65,0,1015,7.7,110,75,-30.0346,-51.2177
2020-04-02,19.6,27.4,24.6,23.6,26.2,22.7,100,8.38,1009,10.3,280,90,-30.0346,-51.2177
2020-04-03,16.6,23,21.2,19,22.1,16.7,64,0.51,1011,9.8,280,75,-30.0346,-51.2177
2020-04-04,15.6,25.6,23,18,24.7,15.6,64,0,1015,4.6,290,40,-30.0346,-51.2177
2020-04-05,14.4,29.3,26.2,17.8,26.2,15.3,53,0,1015,6.7,100,0,-30.0346,-51.2177
2020-04-06,18.5,22.5,20,20.6,22.1,19.9,94,9.9,1014,7.7,250,90,-30.0346,-51.2177
2020-04-07,15.8,21.8,19.6,19.4,20.6,16,52,0,1021,6.2,200,0,-30.0346,-51.2177
2020-04-08,10.8,21,18.8,15,20,11.6,63,0,1022,5.1,300,20,-30.0346,-51.2177
2020-04-09,15.6,22.2,20.7,17.5,20.3,15.9,68,0,1019,5.7,210,75,-30.0346,-51.2177
2020-04-10,15,22.6,20.5,16.3,20.5,15.1,77,1.53,1020,4.1,160,75,-30.0346,-51.2177
2020-04-11,14.4,23.4,20.9,15.8,21.8,14.5,82,1.01,1019,4.1,160,75,-30.0346,-51.2177
2020-04-12,13.3,25.7,23,16.1,22.4,13.3,60,0,1020,8.7,100,20,-30.0346,-51.2177
2020-04-13,15,30.3,25.6,17.6,27.2,15,50,0,1015,6.7,100,100,-30.0346,-51.2177
2020-04-14,15.8,21.8,20.9,20.8,19.2,19.5,68,2.59,1008,12.3,290,40,-30.0346,-51.2177
2020-04-15,14.6,23.1,20,16.2,21.6,14.7,49,0,1013,10.3,290,20,-30.0346,-51.2177
2020-04-16,13.4,22.9,21.3,17.1,21.7,13.4,56,0,1021,7.7,270,1,-30.0346,-51.2177
2020-04-17,14.9,21.4,17.9,18.1,21.2,14.9,93,0.25,1026,8.2,160,90,-30.0346,-51.2177
2020-04-18,15,25.2,20,15.6,23.3,15.9,88,0,1026,6.2,120,75,-30.0346,-51.2177
2020-04-19,15,27.5,24.2,18.4,25.5,17,57,0,1022,6.2,120,0,-30.0346,-51.2177
2020-04-20,15.5,28.5,25.5,18.6,26.6,16.8,47,0,1020,4.6,110,0,-30.0346,-51.2177
2020-04-21,15.7,29.4,25.8,18.7,27.5,16.8,60,0,1018,3.6,80,0,-30.0346,-51.2177
2020-04-22,15.4,27.4,24,19.8,25.1,16.4,73,0,1019,5.1,110,40,-30.0346,-51.2177
2020-04-23,15.5,28.1,24.7,19.2,25.4,16.8,69,0,1018,7.2,110,0,-30.0346,-51.2177
2020-04-24,16.1,30.1,25.9,19.4,27.9,17.4,57,0,1017,6.2,100,0,-30.0346,-51.2177
2020-04-25,16.4,31.7,28.7,19.7,29.9,17.3,42,0,1017,5.1,330,22,-30.0346,-51.2177
2020-04-26,20.1,25.2,23,21.6,23.5,20.3,78,0,1024,6.7,120,90,-30.0346,-51.2177
2020-04-27,20.6,24.6,23.7,21.4,22.5,21,69,0,1024,10.3,90,40,-30.0346,-51.2177
2020-04-28,19.7,31.9,26.3,20.6,27.9,20,61,0,1018,7.7,100,2,-30.0346,-51.2177
2020-04-29,19.4,25.6,23.7,22.8,25.4,21.5,69,0.19,1017,5.1,260,100,-30.0346,-51.2177
2020-04-30,12.7,24.6,20.8,19.1,23.5,14.2,49,0,1019,7.7,280,0,-30.0346,-51.2177
2020-05-01,14,23.7,20,17.3,23.3,14.8,56,0,1021,4.6,270,11,-30.0346,-51.2177
2020-05-02,13.3,21.2,18.9,16.3,19.2,14.2,63,0,1021,4.6,210,75,-30.0346,-51.2177
2020-05-03,11.3,23.3,19.8,16.5,21.2,13.2,68,0,1021,6.2,110,75,-30.0346,-51.2177
2020-05-04,12.1,25.3,22.3,15.7,23.5,13.4,53,0,1016,3.6,270,16,-30.0346,-51.2177
2020-05-05,16.2,19.6,17.9,18.2,18.7,16.5,93,2.37,1011,6.2,280,90,-30.0346,-51.2177
2020-05-06,12.1,17.7,15,16.8,16.6,13.2,72,0,1019,8.2,290,75,-30.0346,-51.2177
2020-05-07,8.9,19.6,16,12.3,18.3,10.1,63,0,1025,4.6,310,53,-30.0346,-51.2177
2020-05-08,8.6,21.4,17,11.9,20.6,9.5,72,0,1026,3.6,90,0,-30.0346,-51.2177
2020-05-09,9.2,24.6,20.7,13.5,23.3,10.5,60,0,1021,3.1,100,0,-30.0346,-51.2177
2020-05-10,10.8,27.5,24.4,14.2,26.1,11.8,47,0,1018,5.1,310,4,-30.0346,-51.2177
2020-05-11,15,31.2,27,16.8,28.8,15.6,50,4.83,1014,7.7,300,99,-30.0346,-51.2177
2020-05-12,17.7,19,18.5,19,18.7,18,100,30.2,1015,3.6,30,90,-30.0346,-51.2177
2020-05-13,16.4,19.3,19,19,17.5,18.7,100,2.93,1013,5.7,220,90,-30.0346,-51.2177
2020-05-14,12.2,19.1,16.8,16.4,17.3,12.8,72,0,1022,4.1,220,0,-30.0346,-51.2177
2020-05-15,9.3,18.7,15.4,11.2,17.1,9.8,77,0,1022,4.1,280,0,-30.0346,-51.2177
2020-05-16,9.5,22.1,18,11.7,20.9,9.8,67,0,1019,7.2,290,0,-30.0346,-51.2177
2020-05-17,12.2,25.6,20.7,15.1,23.8,12.3,64,0,1019,5.7,300,0,-30.0346,-51.2177
2020-05-18,12.4,25.6,21.5,14.7,23.1,13.3,64,0,1022,7.7,100,0,-30.0346,-51.2177
2020-05-19,13.2,28,24.1,17.9,25.5,14.4,53,0,1022,4.6,90,0,-30.0346,-51.2177
2020-05-20,15.1,29.8,25.7,17.4,28.3,15.9,53,0,1020,4.1,20,0,-30.0346,-51.2177
2020-05-21,18.3,25.2,24,19.4,19,20.2,73,23.63,1013,7.2,80,100,-30.0346,-51.2177
2020-05-22,17.9,21.2,19.5,18.5,19.2,18.4,94,8.8,1009,6.2,70,75,-30.0346,-51.2177
2020-05-23,14.5,17.9,16.9,17.9,15.6,17.3,82,12.46,1011,9.3,300,75,-30.0346,-51.2177
2020-05-24,13.7,16.6,15.2,15.8,15.6,14.3,93,4.29,1018,7.7,290,90,-30.0346,-51.2177
2020-05-25,12.6,20.1,17.6,13.7,17.7,12.7,59,0,1009,11.8,280,0,-30.0346,-51.2177
2020-05-26,11.8,17.5,15.8,15.6,16.4,13.6,67,0,1016,10.3,280,75,-30.0346,-51.2177
2020-05-27,8.9,19,16,11.6,18,9.5,82,0,1021,4.1,280,40,-30.0346,-51.2177
2020-05-28,7.9,24.6,17.5,11.3,21.5,8.6,67,0,1020,3.1,110,0,-30.0346,-51.2177
2020-05-29,10.7,24.8,20.1,14.5,22.3,11.6,72,0,1018,3.6,280,0,-30.0346,-51.2177
2020-05-30,11.3,23.7,18.9,14,21.2,12.7,72,0,1017,4.1,280,37,-30.0346,-51.2177
2020-05-31,12.4,19.8,19,13.7,17,13.2,77,1.59,1015,6.7,270,66,-30.0346,-51.2177
2020-06-01,8.5,15,12.7,12.5,13.7,8.8,71,0,1021,5.7,290,20,-30.0346,-51.2177
2020-06-02,7,15.8,14,10.2,14.9,8.5,82,0,1021,4.1,280,20,-30.0346,-51.2177
2020-06-03,11.3,19.1,16.2,12.9,17.3,11.3,77,0.5,1023,5.1,130,75,-30.0346,-51.2177
2020-06-04,13.5,22.2,17.3,13.7,19.7,13.5,88,0,1024,5.1,110,20,-30.0346,-51.2177
2020-06-05,16.4,18.7,18.4,16.5,17.7,16.6,93,24,1019,10.3,100,90,-30.0346,-51.2177
2020-06-06,14.5,17.7,16.1,17.4,15.6,15.6,77,5,1015,9.3,100,75,-30.0346,-51.2177
2020-06-07,13.7,17.5,17.3,15,16.8,14.7,88,0,1018,6.2,290,90,-30.0346,-51.2177
2020-06-08,10.6,20.3,14.4,13.9,18.8,11,100,0,1019,2.6,260,75,-30.0346,-51.2177
2020-06-09,14.8,17.4,17.1,16.2,15.6,15.4,93,2.82,1015,4.6,160,75,-30.0346,-51.2177
2020-06-10,13.1,19.6,16.9,14.8,17.9,13.8,88,16.77,1013,5.1,100,90,-30.0346,-51.2177
2020-06-11,16.8,20.8,19.3,17.7,19.8,16.8,94,1.5,1013,5.7,80,75,-30.0346,-51.2177
2020-06-12,17.4,24.6,22.4,18.5,23.2,19.3,88,5.76,1009,4.6,90,75,-30.0346,-51.2177
2020-06-13,11.5,22.8,17.4,22.2,15.9,20.1,59,27,1019,7.2,280,75,-30.0346,-51.2177
2020-06-14,6.7,14.5,11.3,11,12.6,7.7,62,0,1030,4.1,80,20,-30.0346,-51.2177
2020-06-15,6.4,18.3,14.8,9.7,17,7.3,76,0,1027,4.1,100,10,-30.0346,-51.2177
2020-06-16,11.6,24.6,20.9,13.6,22.4,12,77,0,1024,3.6,80,8,-30.0346,-51.2177
2020-06-17,14.1,26.3,23.6,17.5,23,15.5,69,0,1020,5.1,100,53,-30.0346,-51.2177
2020-06-18,16.7,27.7,25.2,18.7,26.7,18.1,61,0.12,1009,6.7,320,40,-30.0346,-51.2177
2020-06-19,16.4,21.2,18.5,21.2,20.1,16.9,82,1.95,1015,6.7,90,75,-30.0346,-51.2177
2020-06-20,19.1,28.4,23.6,19.1,26.8,20.4,83,5.36,1015,4.6,100,40,-30.0346,-51.2177
2020-06-21,18.9,30.7,27.8,20.1,28.2,20,54,0,1013,7.7,300,4,-30.0346,-51.2177
2020-06-22,16.9,23.3,19.3,23.3,20.1,17.1,82,0.22,1019,6.2,100,90,-30.0346,-51.2177
2020-06-23,15.1,29.8,27.1,17.6,26,15.6,57,0,1012,7.2,330,6,-30.0346,-51.2177
2020-06-24,16.8,30.3,26.5,20.7,28.5,17.8,50,0,1008,7.7,320,100,-30.0346,-51.2177
2020-06-25,12.1,24.6,18.7,21,14.3,24.6,100,19.51,1008,7.7,200,90,-30.0346,-51.2177
2020-06-26,7.9,13.1,12.1,11.5,12.7,8.9,87,0,1024,5.7,290,20,-30.0346,-51.2177
2020-06-27,7.2,15.6,13.9,9.1,13.6,8.5,82,0,1023,5.7,110,20,-30.0346,-51.2177
2020-06-28,7.2,16.1,13.7,10.6,14.9,7.7,82,0,1026,4.1,110,40,-30.0346,-51.2177
2020-06-29,8.7,14.5,12.8,9.8,13.9,9.6,87,7.91,1022,5.7,80,100,-30.0346,-51.2177
2020-06-30,13.1,15.9,15.8,13.6,15.3,15.7,100,65.62,1003,11.8,270,90,-30.0346,-51.2177
2020-07-01,11.4,14.6,13.8,13.5,13.5,11.4,87,1.05,1011,14.4,280,90,-30.0346,-51.2177
2020-07-02,7.4,12.2,11.1,10.8,11.2,9.6,71,0,1021,6.2,290,75,-30.0346,-51.2177
2020-07-03,4.1,12.9,9.7,7.6,11.9,5,81,0,1023,4.1,290,20,-30.0346,-51.2177
2020-07-04,4.6,19.2,13,7.5,17.3,5.1,71,0,1018,4.1,100,0,-30.0346,-51.2177
2020-07-05,12.6,15.6,15,13.3,15,13.2,100,17.31,1012,4.1,280,90,-30.0346,-51.2177
2020-07-06,12.2,14.1,12.9,14.1,12.7,12.3,87,0,1022,5.1,160,90,-30.0346,-51.2177
2020-07-07,11.4,14.8,13.5,11.9,14,12.3,100,62.97,1017,9.3,110,90,-30.0346,-51.2177
2020-07-08,11.6,15.6,14.6,14.8,13.8,14.6,100,19.81,1007,10.8,120,90,-30.0346,-51.2177
2020-07-09,8.7,13.7,11.3,11.6,12.7,9.4,81,0,1023,9.8,290,75,-30.0346,-51.2177
2020-07-10,6.1,19.2,14.6,8.2,18.3,6.4,71,0,1018,4.1,90,0,-30.0346,-51.2177
2020-07-11,12.3,15.9,13.7,13,14.6,14.7,100,5.26,1017,4.1,220,90,-30.0346,-51.2177
2020-07-12,12.6,14.6,14.1,12.6,13.7,13,100,12.7,1010,4.1,110,90,-30.0346,-51.2177
2020-07-13,10.9,15.7,14.4,13.1,14.8,12,44,0,1019,4.6,240,100,-30.0346,-51.2177
2020-07-14,5.9,12.1,10.8,11.4,11.4,6,66,0,1027,7.7,290,0,-30.0346,-51.2177
2020-07-15,2.6,14,9.8,5.9,12.4,4.5,76,0,1027,5.1,110,0,-30.0346,-51.2177
2020-07-16,8,11.6,11.6,8.7,11.4,9.1,81,8.52,1023,5.7,90,90,-30.0346,-51.2177
2020-07-17,10,19.7,14.4,11.6,19.3,10,93,0.25,1021,4.6,90,90,-30.0346,-51.2177
2020-07-18,13.3,29.4,24,15.1,26.3,13.7,78,0,1017,3.1,330,73,-30.0346,-51.2177
2020-07-19,14.9,30.8,26.9,17.6,28.1,16.9,57,0,1017,5.7,340,2,-30.0346,-51.2177
2020-07-20,16.8,28.4,25.9,19.8,26,18,65,0,1017,2.6,290,6,-30.0346,-51.2177
2020-07-21,15.5,28.7,24.7,19,27.2,16.4,57,0,1015,4.6,340,11,-30.0346,-51.2177
2020-07-22,16,29.6,24.4,18.9,26.7,17,60,0,1015,3.1,340,100,-30.0346,-51.2177
2020-07-23,17.3,29.6,26.5,19.1,27,17.8,57,0,1016,5.1,350,100,-30.0346,-51.2177
2020-07-24,14,28.7,26.1,19.6,20.8,19.3,54,0,1012,6.2,180,100,-30.0346,-51.2177
2020-07-25,9,13.7,10.8,13.5,13.5,11.1,87,8.21,1025,9.3,290,75,-30.0346,-51.2177
2020-07-26,6.3,18,14.4,9.3,15.9,7.3,62,0,1025,5.1,90,46,-30.0346,-51.2177
2020-07-27,11.5,20.4,13.5,11.8,19.6,11.5,100,14.88,1017,2.6,60,90,-30.0346,-51.2177
2020-07-28,9.6,14.1,10.8,14.1,11.6,11.8,100,52.37,1020,5.1,50,90,-30.0346,-51.2177
2020-07-29,5.6,12.5,10.8,9.3,11.2,6.3,62,0,1029,3.6,290,40,-30.0346,-51.2177
2020-07-30,4,16.2,13.8,6.8,14.6,5.1,71,0,1031,8.7,100,20,-30.0346,-51.2177
2020-07-31,7.8,21.3,17.6,11,19.6,7.8,67,0,1024,4.6,100,0,-30.0346,-51.2177
2020-08-01,13.9,22.5,20.3,14,20.4,14.6,64,1.78,1025,6.2,110,10,-30.0346,-51.2177
2020-08-02,11.4,26.9,20.7,15.7,24.9,12.1,72,0,1025,3.1,110,22,-30.0346,-51.2177
2020-08-03,13.5,26.9,21.7,16.9,25.7,14.7,77,0,1027,3.6,100,74,-30.0346,-51.2177
2020-08-04,13.3,26.9,22.2,17.9,24.3,13.9,77,0,1027,4.6,290,0,-30.0346,-51.2177
